Season Number,Episode Number,Pitch Number,Original Air Date,Startup Name,Industry,Business Description,Pitchers Gender,Pitchers City,Pitchers State,Pitchers Average Age,Entrepreneur Names,Company Website,Multiple Entrepreneurs,US Viewership,Original Ask Amount,Original Offered Equity,Valuation Requested,Got Deal,Deal Status,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of sharks in deal,Investment Amount Per Shark,Equity Per Shark,Royalty Deal,Loan,Barbara Corcoran Investment Amount,Barbara Corcoran Investment Equity,Mark Cuban Investment Amount,Mark Cuban Investment Equity,Lori Greiner Investment Amount,Lori Greiner Investment Equity,Robert Herjavec Investment Amount,Robert Herjavec Investment Equity,Daymond John Investment Amount,Daymond John Investment Equity,Kevin O Leary Investment Amount,Kevin O Leary Investment Equity,Guest Investment Amount,Guest Investment Equity,Investment Count,Guest Name,Barbara Corcoran Present,Mark Cuban Present,Lori Greiner Present,Robert Herjavec Present,Daymond John Present,Kevin O Leary Present
1,1,1,09-08-2009,AvaTheElephant,Health & Wellness,Ava The Elephant - Baby and Child Care,Female,Atlanta,GA,UnKnown,Tiffany Krumins,http://www.avatheelephant.com/,0,4.15,50000,15,333333,1,1,50000,55,90909,1,50000,55,0,0,50000,55,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,1,2,09-08-2009,Mr.Tod'sPieFactory,Food & Beverage,Mr. Tod's Pie Factory - Specialty Food,Male,Somerset,NJ,UnKnown,Tod Wilson,http://whybake.com/,0,4.15,460000,10,4600000,1,1,460000,50,920000,2,230000,25,0,0,230000,25,0,0,0,0,0,0,230000,25,0,0,0,0,2,UnKnown,1,0,0,1,1,1
1,1,3,09-08-2009,Wispots,Business Services,Wispots - Consumer Services,Male,Cary,NC,UnKnown,Kevin Flannery,http://www.wispots.com/,0,4.15,1200000,10,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,1,4,09-08-2009,CollegeFoxesPackingBoxes,Lifestyle & Home,College Foxes Packing Boxes - Consumer Services,Male,Tampa,FL,UnKnown,"Nick Friedman, Omar Soliman",http://collegehunkshaulingjunk.com/,0,4.15,250000,25,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,1,5,09-08-2009,IonicEar,Software & Tech,Ionic Ear - Novelties,Male,St. Paul,MN,UnKnown,Darrin Johnson,UnKnown,0,4.15,1000000,15,6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,2,6,16-08-2009,APerfectPear,Food & Beverage,A Perfect Pear - Specialty Food,Female,Napa Valley,CA,UnKnown,Susan Knapp,http://www.aperfectpear.com,0,5.59,500000,15,3333333,1,1,500000,50,1000000,2,250000,25,0,0,0,0,0,0,0,0,250000,25,0,0,250000,25,0,0,2,UnKnown,1,0,0,1,1,1
1,2,7,16-08-2009,ClassroomJams,Children & Education,Classroom Jams - Education,Male,Chicago,IL,UnKnown,Mark Furigay,http://www.attachnoted.com/,0,5.59,250000,10,2500000,1,1,250000,100,250000,5,50000,20,1,0,50000,20,50000,20,0,0,50000,20,50000,20,50000,20,0,0,5,UnKnown,1,0,0,1,1,1
1,2,8,16-08-2009,Lifebelt,Automotive,Lifebelt - Automotive,Male,Las Vegas,NV,UnKnown,Robert Alison,UnKnown,0,5.59,500000,10,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,2,9,16-08-2009,CrookedJaw,Fashion & Beauty,Crooked Jaw - Men and Women's Apparel,Male,Hollywood,CA,UnKnown,Craig French,http://crookedjawfashions.com/,0,5.59,200000,20,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,2,10,16-08-2009,StickyNoteHolder,Lifestyle & Home,Sticky Note Holder - Productivity Tools,Female,Gardena,CA,UnKnown,Mary Ellen Simonson,UnKnown,0,5.59,100000,20,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,3,11,23-08-2009,TurboBaster,Food & Beverage,TurboBaster - Kitchen Tools,Female,San Francisco,CA,UnKnown,Marian Cruz,UnKnown,0,5.45,35000,35,100000,1,1,35000,100,35000,1,35000,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,100,1,Kevin Harrington,1,0,0,1,1,1
1,3,12,23-08-2009,StressFreeKids,Children & Education,Stress Free Kids - Baby and Child Care,Female,Marietta,GA,UnKnown,Lori Lite,http://www.stressfreekids.com,0,5.45,250000,20,1250000,1,1,250000,50,500000,1,250000,50,0,0,250000,50,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,3,13,23-08-2009,KwyztaChopstickArt,Children & Education,Kwyzta Chopstick Art - Kitchen Tools,Male,Eugene,OR,UnKnown,Brian Parks,http://www.chopstickart.com/,0,5.45,100000,10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,3,14,23-08-2009,50StateCapitalsin50Minutes,Children & Education,50 State Capitals in 50 Minutes - Education,Male,Dallas,TX,UnKnown,Ken Bradford,http://www.amazon.com/50-State-Capitals-Fun-Minutes/dp/0967970822,0,5.45,155000,10,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,3,15,23-08-2009,VoyageAirGuitar,Media & Entertainment,Voyage Air Guitar - Music,Male,Livermore,CA,UnKnown,Jeff and Josh Cohen,http://www.voyageairguitar.com/,1,5.45,500000,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,4,16,30-08-2009,GiftCardRescue,Software & Technology,Gift Card Rescue - Online Services,Male,Columbia,MD,UnKnown,Kwami Kuadey,http://www.giftcardrescue.com,0,4.89,150000,30,500000,1,1,200000,50,400000,2,100000,25,0,0,0,0,0,0,0,0,100000,25,0,0,100000,25,0,0,2,UnKnown,1,0,0,1,1,1
1,4,17,30-08-2009,Coverplay,Children & Education,Coverplay - Baby and Child Care,Female,Los Angeles,CA,UnKnown,Amy Feldman and Allison Costa,http://www.coverplayard.com/,1,4.89,350000,15,2333333,1,1,35000,40,87500,1,35000,40,0,0,35000,40,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,4,18,30-08-2009,GraffitiRemovalServices,Business Services,Graffiti Removal Services - Professional Services,Male,Portland,OR,UnKnown,Paul Watts,http://removegraffiti.net/,0,4.89,350000,15,2333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,4,19,30-08-2009,SoulsCalling,Fashion & Beauty,"Soul's Calling, Inc. - Women's Accessories",Female,Dallas,TX,UnKnown,Gina Catroneo,UnKnown,0,4.89,150000,25,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,4,20,30-08-2009,CoffeeBrandGifts,Food & Beverage,Coffee Brand Gifts - Novelties,Male,Dayton,OH,UnKnown,Dan Claffey,UnKnown,0,4.89,300000,40,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,5,21,06-09-2009,MyTherapyJournal,Health & Wellness,My Therapy Journal - Online Services,Male,Miami,FL,UnKnown,Rodolfo and Alexis Saccoman,http://www.mytherapyjournal.com,1,3.35,80000,20,400000,1,1,80000,51,156863,2,40000,25.5,0,0,0,0,0,0,0,0,40000,25.5,0,0,40000,25.5,0,0,2,UnKnown,1,0,0,1,1,1
1,5,22,06-09-2009,BodyJac,"Fitness, Sports & Outdoors",Body Jac - Fitness Equipment,Male,Ames,IA,UnKnown,Cactus Jack,UnKnown,0,3.35,180000,20,900000,1,1,180000,50,360000,1,180000,50,0,0,180000,50,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,5,23,06-09-2009,GoodGriefCelebrations,Business Services,Good Grief Celebrations - Consumer Services,Female,Philadelphia,PA,UnKnown,Rikki Farrar,UnKnown,0,3.35,50000,25,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,5,24,06-09-2009,GranolaGourmet,Food & Beverage,Granola Gourmet - Specialty Food,Male,Los Angeles,CA,UnKnown,Jeff Cohen,http://www.granolagourmet.com/,0,3.35,175000,25,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,5,25,06-09-2009,FaceBlok,Health & Wellness,Face Blok - Novelties,Female,San Francisco,CA,UnKnown,Irena Blok,UnKnown,0,3.35,50000,30,166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,6,26,13-09-2009,PorkBarrelBBQSauce,Food & Beverage,Pork Barrel BBQ Sauce - Specialty Food,Male,Alexandria,VA,UnKnown,Heath Hall and Brett Thompson,http://porkbarrelbbq.com/,1,4.2,50000,10,500000,1,1,50000,50,100000,1,50000,50,0,0,50000,50,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,6,27,13-09-2009,ElementBars,"Fitness, Sports & Outdoors",Element Bars - Specialty Food,Male,Chicago,IL,UnKnown,Jonathan Miller,http://www.elementbars.com/,0,4.2,150000,15,1000000,1,1,150000,30,500000,1,150000,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,30,1,Kevin Harrington,1,0,0,1,1,1
1,6,28,13-09-2009,UndereaseUnderwear,Fashion & Beauty,Underease Underwear - Undergarments and Basics,Mixed Team,Pueblo,CO,UnKnown,Buck and Arlene Weimer,UnKnown,1,4.2,55000,25,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,6,29,13-09-2009,KalyxTechnologies,Fashion & Beauty,Kalyx Technologies - Undergarments and Basics,Female,Charlotte,NC,UnKnown,Kimberly Cayce,http://www.activewearusa.com/store/pc/Kalyx-Sport-Bras-c824.htm,0,4.2,125000,20,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,6,30,13-09-2009,TheFizz,Food & Beverage,The Fizz - Non-Alcoholic Beverages,Male,Manhattan,CA,UnKnown,David Chodosh,http://www.icecreamfizz.com/,0,4.2,150000,25,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,7,31,29-09-2009,Soy-Yer-Dough,Food & Beverage,Soy-Yer-Dough - Toys and Games,Male,Bloomfield,IN,UnKnown,Sawyer Sparks,http://www.soy-yer.com/,0,4.75,125000,25,500000,1,1,300000,51,588235,3,100000,17,0,0,0,0,0,0,0,0,100000,17,100000,17,100000,17,0,0,3,UnKnown,1,0,0,1,1,1
1,7,32,29-09-2009,GrillCharmsSet,Fashion & Beauty,Grill Charms Set - Kitchen Tools,Female,Charleston,SC,UnKnown,Leslie Haywood,http://www.grillcharms.com,0,4.75,50000,25,200000,1,1,50000,20,250000,1,50000,20,0,0,0,0,0,0,0,0,50000,20,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,7,33,29-09-2009,BoogieBoxFitness,"Fitness, Sports & Outdoors",Boogie Box Fitness - Fitness Programs,Female,Ladera Ranch,CA,UnKnown,Dedelle Parra (now Dede Barbanti) and Kathy Lamm,UnKnown,1,4.75,700000,70,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,7,34,29-09-2009,TheFunhouseProject,Media & Entertainment,The Fun house Project - Entertainment,Male,New York,NY,UnKnown,Todd Robbins and David Adamovich,UnKnown,1,4.75,300000,20,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,8,35,06-10-2009,TreasureChestPets,Pet Products,Treasure Chest Pets - Toys and Games,Female,San Jose,CA,UnKnown,Lisa Lloyd,UnKnown,0,5.15,150000,20,750000,1,1,100000,60,166667,2,50000,30,0,0,50000,30,0,0,0,0,0,0,50000,30,0,0,0,0,2,UnKnown,1,0,0,1,1,1
1,8,36,06-10-2009,Notehall,Software & Technology,Notehall - Online Services,Male,San Francisco,CA,UnKnown,D.J. Stephan and Sean Conway,http://www.notehall.com,1,5.15,90000,10,900000,1,1,90000,25,360000,1,90000,25,0,0,90000,25,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,8,37,06-10-2009,Throx,Fashion & Beauty,Throx - Undergarments and Basics,Male,San Francisco,CA,UnKnown,Edwin Heaven,http://www.throx.com,0,5.15,50000,25,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,8,38,06-10-2009,WashedUpHollywood,Fashion & Beauty,Washed Up Hollywood - Fashion Accessories,Male,Huntington Beach,CA,UnKnown,Danon Beres,UnKnown,0,5.15,500000,25,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,9,39,13-10-2009,GaylaBentleyFashion,Fashion & Beauty,Gayla Bentley Fashion - Women's Apparel,Female,Houston,TX,UnKnown,Gayla Bentley,http://www.gaylabentley.com/,0,5.24,250000,20,1250000,1,1,250000,50,500000,2,125000,25,0,0,125000,25,0,0,0,0,0,0,125000,25,0,0,0,0,2,UnKnown,1,0,0,1,1,1
1,9,40,13-10-2009,ChillSoda,Food & Beverage,Chill Soda - Non-Alcoholic Beverages,Male,Sausalito,CA,UnKnown,Dan Mackey,http://www.chillsoda.com/,0,5.24,50000,10,500000,1,1,50000,20,250000,1,50000,20,0,0,50000,20,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,9,41,13-10-2009,CornucopiaExpress,Pet Products,Cornucopia Express - Pet Products,Male,Huntington,NY,UnKnown,Geoffrey Broderick and Kristina Broderick,http://www.cornucopiapetfoods.com/,1,5.24,300000,15,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,9,42,13-10-2009,VirtuSphere,Electronics,Virtusphere - Electronics,Male,Binghampton,NY,UnKnown,Ray Latypov and Jim Dimascio,http://www.virtusphere.com/,1,5.24,1500000,10,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,10,43,20-10-2009,TheUROClub,"Fitness, Sports & Outdoors",The UROClub - Golf Products,Male,Miami,FL,UnKnown,Floyd Seskin,http://www.uroclub.com/,0,5.92,25000,51,49020,1,1,25000,70,35714,1,25000,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,70,1,Kevin Harrington,1,0,0,1,1,1
1,10,44,20-10-2009,JumpForward,Children & Education,Jump Forward - Online Services,Male,Chicago,IL,UnKnown,Brian Duggan and Adam McCombs,http://www.jumpforward.com/,1,5.92,150000,10,1500000,1,1,600000,50,1200000,2,300000,25,0,0,0,0,0,0,0,0,300000,25,0,0,300000,25,0,0,2,UnKnown,1,0,0,1,1,1
1,10,45,20-10-2009,TheBobblePlace,Children & Education,The Bobble Place - Toys and Games,Male,Tampa,FL,UnKnown,Jeff Wolsky,http://www.webobble.com/,0,5.92,75000,18,416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,10,46,20-10-2009,Mr.Poncho,Electronics,Mr. Poncho - Electronics,Mixed Team,New York,NY,UnKnown,Sandy Hyun and Roman Pietrs,UnKnown,1,5.92,50000,25,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,11,47,08-01-2010,HellsBellsHelmets,"Fitness, Sports & Outdoors",Hells Bells Helmets - Outdoor Recreation,Mixed Team,Philadelphia,PA,UnKnown,Marix Stone and Nancy Tanchel,http://www.hellsbellscustoms.com/,1,3.94,500000,20,2500000,1,1,500000,50,1000000,1,500000,50,0,0,0,0,0,0,0,0,0,0,500000,50,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,11,48,08-01-2010,ChefInBlack,Food & Beverage,Chef In Black - Specialty Food,Female,Folsom,CA,UnKnown,Dorene Humason,http://chefinblack.com/,0,3.94,50000,10,500000,1,1,50000,40,125000,1,50000,40,0,0,50000,40,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,11,49,08-01-2010,InkFlip,Electronics,Ink Flip - Electronics,Male,Franklin,TN,UnKnown,Andy Sperry,http://www.inkflip.com/,0,3.94,150000,20,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,11,50,08-01-2010,RompN'Roll,Children & Education,Romp n' Roll - Baby and Children's Entertainment,Mixed Team,Blacksburg,VA,UnKnown,Michael and Babz Barnett,http://www.rompnroll.com/,1,3.94,300000,10,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,11,51,08-01-2010,TheTwister,"Fitness, Sports & Outdoors",The Twister - Golf Products,Male,Lovejoy,GA,UnKnown,"Alfonzo Dowe, Sr.",UnKnown,0,3.94,85000,40,212500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,12,52,15-01-2010,GreaseMonkeyWipes,Lifestyle & Home,Grease Monkey Wipes - Outdoor Recreation,Mixed Team,Austin,TX,UnKnown,Tim Stansbury and Erin Whalen,http://www.greasemonkeywipes.com/,1,4.43,40000,40,100000,1,1,40000,40,100000,2,20000,20,0,0,20000,20,0,0,0,0,20000,20,0,0,0,0,0,0,2,UnKnown,1,0,0,1,1,1
1,12,53,15-01-2010,WeeCanShop,Children & Education,Wee Can Shop - Baby and Children's Entertainment,Mixed Team,Hawthorne,NJ,UnKnown,Kimberly and Matthew Foley,UnKnown,1,4.43,200000,30,666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,12,54,15-01-2010,Podillow,Lifestyle & Home,The Podillow - Novelties,Mixed Team,Santee,CA,UnKnown,Anthony and Tina Calvert,http://www.podillow.com/,1,4.43,250000,33,757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,12,55,15-01-2010,TheFactionist,Fashion & Beauty,The Factionist - Men and Women's Apparel,Male,New York,NY,UnKnown,Nate Berkopec,UnKnown,0,4.43,30000,20,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,13,56,29-01-2010,Caffeindicator,Food & Beverage,Caffeindicator - Novelties,Male,Mt. Joy,PA,Middle,Michael Schiavone,http://www.llamabrew.com/,0,4.4,200000,25,800000,1,1,200000,50,400000,1,200000,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,50,1,Kevin Harrington,1,0,0,1,1,1
1,13,57,29-01-2010,LipstickRemix,Fashion & Beauty,Lipstick Remix - Personal Care and Cosmetics,Female,Knoxville,TN,UnKnown,Jill Quilln,http://www.lipstixremix.com/,0,4.4,105000,30,350000,1,1,105000,50,210000,2,52500,25,0,0,52500,25,0,0,0,0,0,0,52500,25,0,0,0,0,2,UnKnown,1,0,0,1,1,1
1,13,58,29-01-2010,LegalGrind,Business Services,Legal Grind - Professional Services,Mixed Team,Santa Monica,CA,UnKnown,Jeff and Annie Hughes,http://www.legalgrind.com/,1,4.4,200000,15,1333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,13,59,29-01-2010,CaptainIceCream,Food & Beverage,Captain Ice Cream - Specialty Food,Male,Monrovia,CA,UnKnown,Tim Gavern,UnKnown,0,4.4,48000,25,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,14,60,05-02-2010,Nubrella,Fashion & Beauty,Nubrella - Novelties,Male,Boston,MA,UnKnown,Alan Kaufman,http://nubrella.com/,0,4.65,200000,25,800000,1,1,200000,51,392157,1,200000,51,0,0,0,0,0,0,0,0,0,0,200000,51,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,14,61,05-02-2010,Qubits,Children & Education,Qubits - Toys and Games,Male,Orlando,FL,UnKnown,Mark Burginger,http://www.qubitstoy.com/,0,4.65,90000,51,176471,1,1,90000,51,176471,1,90000,51,0,0,0,0,0,0,0,0,0,0,90000,51,0,0,0,0,1,UnKnown,1,0,0,1,1,1
1,14,62,05-02-2010,SendABall,Children & Education,Send A Ball - Novelties,Female,Chicago,IL,UnKnown,Michele Kapustka and Melisa Moroko,http://www.sendaball.com/,1,4.65,86000,20,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,14,63,05-02-2010,PillarsOfSlippers,Fashion & Beauty,Pillars of Slippers - Women's Shoes,Female,Chicago,IL,UnKnown,Nicole Jones,UnKnown,0,4.65,150000,15,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
1,14,64,05-02-2010,LlamaBrew,Green & Clean Technology,Llama Brew - Gardening,Mixed Team,La Habra,CA,UnKnown,Aida and Phil Lough,UnKnown,1,4.65,125000,10,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
2,1,65,20-03-2011,WurkinStiffs,Fashion & Beauty,Wurkin Stiffs - Men's Accessories,Male,Sarasota,FL,UnKnown,Jonathan Boos,http://wurkinstiffs.com/,0,6.13,85000,10,850000,1,1,100000,40,250000,2,50000,20,0,0,50000,20,0,0,0,0,0,0,50000,20,0,0,0,0,2,UnKnown,1,1,0,1,1,1
2,1,66,20-03-2011,TippiToes,"Fitness, Sports & Outdoors",Tippi Toes - Baby and Children's Entertainment,Female,Corpus Christi,TX,UnKnown,Megan Reilly and Sarah Nuse,http://www.tippitoesdance.com/,1,6.13,30000,5,600000,1,1,100000,30,333333,2,50000,15,0,0,50000,15,50000,15,0,0,0,0,0,0,0,0,0,0,2,UnKnown,1,1,0,1,1,1
2,1,67,20-03-2011,CBSFoods,Food & Beverage,CBS Foods - Specialty Food,Male,Nashville,TN,UnKnown,Shawn Davis,UnKnown,0,6.13,200000,25,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,0,1,1,1
2,1,68,20-03-2011,CopadiVino,Food & Beverage,Copa di Vino - Alcoholic Beverages,Male,The Dalles,OR,UnKnown,James Martin,http://www.copadivino.com/,0,6.13,300000,5,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,0,1,1,1
2,2,69,25-03-2011,Toygaroo,Children & Education,Toygaroo - Toys and Games,Female,Los Angeles,CA,UnKnown,Nikki Pope,UnKnown,0,4.65,100000,10,1000000,1,1,200000,35,571429,2,100000,17.5,0,0,0,0,100000,17.5,0,0,0,0,0,0,100000,17.5,0,0,2,UnKnown,1,1,0,1,1,1
2,2,70,25-03-2011,FirstDefenseNasalScreen,Health & Wellness,First Defense Nasal Screen - Health and Well-Being,Male,New Port Richey,FL,UnKnown,Joe Moore,http://www.filteryourlife.com/,0,4.65,500000,10,5000000,1,1,750000,30,2500000,3,250000,10,1,0,0,0,250000,10,0,0,250000,10,250000,10,0,0,0,0,3,UnKnown,1,1,0,1,1,1
2,2,71,25-03-2011,Vurtego,"Fitness, Sports & Outdoors",Vurtego - Toys and Games,Male,Mission Viejo,CA,UnKnown,Brian Spencer,http://www.vurtegopogo.com/,0,4.65,500000,20,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,0,1,1,1
2,2,72,25-03-2011,Waken'Bacon,Food & Beverage,Wake n' Bacon - Novelties,Male,San Francisco,CA,UnKnown,Matty Sallin,http://www.fitnessstride.com,0,4.65,40000,20,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,0,1,1,1
2,3,73,01-04-2011,ModMomFurniture,Lifestyle & Home,Mod Mom Furniture - Furniture,Female,Flagstaff,AZ,Middle,Kiersten Hathcock,http://www.modmomfurniture.com/,0,4.87,90000,25,360000,1,1,90000,33,272727,1,90000,33,1,0,0,0,0,0,0,0,90000,33,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
2,3,74,01-04-2011,Flipoutz,Fashion & Beauty,Flipoutz - Toys and Games coins,Mixed Team,Myrtle Beach,NC,UnKnown,"Jake, Lachland, and Erin Johnson",http://www.flipoutz.com/,1,4.87,100000,20,500000,1,1,100000,25,400000,1,100000,25,0,0,0,0,0,0,0,0,0,0,100000,25,0,0,0,0,1,UnKnown,1,0,0,1,1,1
2,3,75,01-04-2011,FitnessStride,"Fitness, Sports & Outdoors",Fitness Stride - Fitness Apparel and Accessories,Male,Overland Park,KS,UnKnown,Stacy Erwin,UnKnown,0,4.87,140000,15,933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
2,3,76,01-04-2011,PureAyre,Lifestyle & Home,Pure Ayre - Storage and Cleaning Products,Male,Kent,WA,UnKnown,James Mitchell,http://www.pureayre.com/,0,4.87,150000,10,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,0,0,1,1,1
2,4,77,08-04-2011,BroccoliWad,Food & Beverage,Broccoli Wad - Novelties,Male,New York,NY,UnKnown,Johnny Gennaro & Vinny Pastore,http://amzn.to/1AcWx1t,0,4.67,50000,20,250000,1,1,50000,40,125000,1,50000,40,0,0,50000,40,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,0,0,1,1,1
2,4,78,08-04-2011,HillbillyBrand,Fashion & Beauty,Hillbilly Brand - Men and Women's Apparel,Male,Parkland,FL,UnKnown,Mike Abbaticchio & Shon Lees,http://www.hillbillybrand.com/,0,4.67,50000,25,200000,1,1,75000,25,300000,2,37500,12.5,1,0,0,0,0,0,0,0,37500,12.5,37500,12.5,0,0,0,0,2,UnKnown,1,0,0,1,1,1
