Season Number,Episode Number,Pitch Number,Original Air Date,Startup Name,Industry,Business Description,Pitchers Gender,Pitchers City,Pitchers State,Pitchers Average Age,Entrepreneur Names,Company Website,Multiple Entrepreneurs,US Viewership,Original Ask Amount,Original Offered Equity,Valuation Requested,Got Deal,Deal Status,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of sharks in deal,Investment Amount Per Shark,Equity Per Shark,Royalty Deal,Loan,Barbara Corcoran Investment Amount,Barbara Corcoran Investment Equity,Mark Cuban Investment Amount,Mark Cuban Investment Equity,Lori Greiner Investment Amount,Lori Greiner Investment Equity,Robert Herjavec Investment Amount,Robert Herjavec Investment Equity,Daymond John Investment Amount,Daymond John Investment Equity,Kevin O Leary Investment Amount,Kevin O Leary Investment Equity,Guest Investment Amount,Guest Investment Equity,Investment Count,Guest Name,Barbara Corcoran Present,Mark Cuban Present,Lori Greiner Present,Robert Herjavec Present,Daymond John Present,Kevin O Leary Present
8,13,661,13-01-2017,Pinblock,Children & Education,building blocks that are flexible,Male,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,5.86,100000,20,500000,1,1,100000,50,200000,1,100000,50,0,0,0,0,0,0,0,0,0,0,0,0,100000,50,0,0,1,UnKnown,1,1,1,1,0,1
8,13,662,13-01-2017,Mama'sMilkBox,Fashion & Beauty,subscription box service of women's clothing,Female,UnKnown,PA,UnKnown,UnKnown,UnKnown,0,5.86,200000,20,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,1
8,13,663,13-01-2017,NicePipes,Fashion & Beauty,arm and legwarmers made from yoga workout material,Female,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,5.86,100000,10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,1
8,14,664,27-01-2017,Chirps,Food & Beverage,chips enhanced with cricket protein,Female,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.97,100000,7,1428571,1,1,100000,15,666667,1,100000,15,0,0,0,0,100000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
8,14,665,27-01-2017,Vibes,Media & Entertainment,high-fidelity earplugs specially designed for use at concerts,Male,UnKnown,MN,UnKnown,UnKnown,UnKnown,0,5.97,100000,20,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
8,14,666,27-01-2017,PopUpPlay,Children & Education,play sets custom designed by children,Mixed Team,UnKnown,TX,UnKnown,UnKnown,UnKnown,0,5.97,250000,6,4166667,1,1,250000,8.3,3000000,1,250000,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,8.3,1,Chris Sacca,1,1,1,0,0,1
8,14,667,27-01-2017,Getaway,"Fitness, Sports & Outdoors",rental service of camping sites with tiny houses,Male,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,5.97,500000,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
8,15,668,03-02-2017,Kooler,"Fitness, Sports & Outdoors",insulated water cooler with containers,Male,UnKnown,NV,UnKnown,UnKnown,UnKnown,0,5.68,50000,15,333333,1,1,50000,33.3,150000,1,50000,33.3,0,0,0,0,0,0,0,0,0,0,50000,33.3,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,15,669,03-02-2017,LittleNomad,Lifestyle & Home,stylish foam children's play mats,Female,UnKnown,CT,UnKnown,UnKnown,UnKnown,0,5.68,80000,15,533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,15,670,03-02-2017,RinseKit,"Fitness, Sports & Outdoors",portable shower system,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.68,250000,5,5000000,1,1,250000,7.5,3333333,1,250000,7.5,0,0,0,0,0,0,0,0,0,0,250000,7.5,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,15,671,03-02-2017,DBestProducts,Lifestyle & Home,carriers and portable carts,Male,UnKnown,CA,Middle,Richard Elden,UnKnown,0,5.68,350000,5,7000000,1,1,2350000,20,1750000,2,1175000,10,0,2000000,0,0,1175000,10,1175000,10,0,0,0,0,0,0,0,0,2,UnKnown,0,1,1,1,1,1
8,16,672,10-02-2017,Tranquilo,Children & Education,vibrating mat for calming crying babies,Female,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,5.81,100000,10,1000000,1,1,200000,15,1333333,1,200000,15,0,0,0,0,0,0,0,0,200000,15,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,16,673,10-02-2017,DocSpartan,Health & Wellness,all natural first aid ointment,Mixed Team,UnKnown,OH,UnKnown,UnKnown,UnKnown,0,5.81,75000,15,500000,1,1,75000,25,300000,1,75000,25,0,0,0,0,0,0,0,0,75000,25,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,16,674,10-02-2017,PeacefulFruits,Food & Beverage,natural fruit snacks made with a̤ai,Male,UnKnown,OH,UnKnown,UnKnown,UnKnown,0,5.81,75000,20,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,16,675,10-02-2017,FireFighterTurnOutBags,Fashion & Beauty,bags made from used gear worn by firefighters ,Mixed Team,UnKnown,CA,Middle,Nicole and Matt Rasor,UnKnown,1,5.81,250000,33,757576,1,1,250000,50,500000,1,250000,50,0,0,0,0,0,0,250000,50,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,17,676,17-02-2017,Toymail,Children & Education,plush toy that allows children to send voice messages,Female,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,5.22,250000,2.5,10000000,1,1,600000,5,12000000,2,300000,2.5,0,0,0,0,0,0,300000,2.5,0,0,0,0,0,0,300000,2.5,2,Chris Sacca,0,1,1,1,0,1
8,17,677,17-02-2017,EDNWallGarden,Green & Clean Technology,indoor planter that uses smart technology,Male,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,5.22,150000,10,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,0,1
8,17,678,17-02-2017,HotelsByDay,Travel,app for booking day-use hotel rooms,Male,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,5.22,750000,10,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,0,1
8,17,679,17-02-2017,Bitsbox,Children & Education,service that teaches kids computer coding,Male,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,5.22,250000,3,8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,0,1
8,18,680,24-02-2017,SandCloud,"Fitness, Sports & Outdoors",beach towels supporting ocean sustainability,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.86,200000,8,2500000,1,1,200000,15,1333333,1,200000,15,0,0,0,0,0,0,0,0,200000,15,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,18,681,24-02-2017,OraOrganics,Health & Wellness,plant-based nutritional supplements,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.86,375000,5,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,18,682,24-02-2017,DartDrones,Software & Technology,drone pilot training courses,Female,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,5.86,300000,10,3000000,1,1,300000,10,3000000,1,300000,10,0,0,0,0,300000,10,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,18,683,24-02-2017,ElephantPants,Fashion & Beauty,clothing line supporting elephant preservation,Male,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,5.86,500000,10,5000000,1,1,500000,17.5,2857143,1,500000,17.5,0,0,0,0,0,0,0,0,0,0,500000,17.5,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,19,684,03-03-2017,TheSleepStyler,Fashion & Beauty,hair rollers that dry and style overnight,Female,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,6.08,75000,20,375000,1,1,75000,25,300000,1,75000,25,0,0,0,0,0,0,75000,25,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
8,19,685,03-03-2017,BlendtiqueWineCompany,Food & Beverage,create personalized wine blends,Male,UnKnown,CA,Middle,Billy Dim,UnKnown,0,6.08,250000,10,2500000,1,1,250000,10,2500000,1,250000,10,0,250000,0,0,0,0,250000,10,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
8,19,686,03-03-2017,MealEnders,Food & Beverage,natural lozenges designed to help with weight management,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,6.08,350000,8,4375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,1
8,19,687,03-03-2017,Rareform,Fashion & Beauty,backpacks and bags made from recycled billboards,Male,UnKnown,CA,Young,Alex and Aric Avedissian,UnKnown,1,6.08,300000,10,3000000,1,1,300000,10,3000000,1,300000,10,0,300000,0,0,0,0,0,0,0,0,0,0,300000,10,0,0,1,UnKnown,1,1,1,1,0,1
8,20,688,07-04-2017,ApolloPeak,Pet Products,wine-like beverage for cats and dogs,Male,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,4.88,100000,10,1000000,1,1,100000,20,500000,1,100000,20,0,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,0,1,UnKnown,0,1,1,1,1,1
8,20,689,07-04-2017,Seedsheet,Lifestyle & Home,sheet of weed-blocking fabric embedded with dissolvable pouches,Male,UnKnown,VT,UnKnown,UnKnown,UnKnown,0,4.88,500000,10,5000000,1,1,500000,20,2500000,1,500000,20,0,0,0,0,0,0,0,0,500000,20,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,20,690,07-04-2017,CropSticks,Lifestyle & Home,bamboo chopsticks with a built-in rest,Female,UnKnown,HI,UnKnown,UnKnown,UnKnown,0,4.88,75000,12.5,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,20,691,07-04-2017,UnderTheWeather,"Fitness, Sports & Outdoors",weatherproof pop-up pods,Male,UnKnown,OH,UnKnown,UnKnown,UnKnown,0,4.88,600000,10,6000000,1,1,600000,15,4000000,1,600000,15,0,0,0,0,600000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,21,692,14-04-2017,GuardLlama,Software & Technology,remote that activates a personal emergency service,Male,UnKnown,IL,UnKnown,UnKnown,UnKnown,0,4.38,100000,5,2000000,1,1,100000,18,555556,1,100000,18,1,0,100000,18,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
8,21,693,14-04-2017,Flag,Lifestyle & Home,free photo printing service,Mixed Team,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.38,375000,5,7500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
8,21,694,14-04-2017,Validated,Software & Technology,app that earns credit toward covering transportation costs,Male,UnKnown,OR,UnKnown,UnKnown,UnKnown,0,4.38,250000,8,3125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
8,21,695,14-04-2017,GuardianBikes,"Fitness, Sports & Outdoors",children's bicycles with an improved braking system,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.38,500000,10,5000000,1,1,500000,15,3333333,1,500000,15,0,0,0,0,500000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
8,22,696,21-04-2017,Goverre,Lifestyle & Home,spill-proof portable wine glass,Female,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.58,200000,13,1538462,1,1,200000,33.3,600601,3,66666.66667,11.1,0,0,0,0,66666.66667,11.1,66666.66667,11.1,66666.66667,11.1,0,0,0,0,0,0,3,UnKnown,0,1,1,1,1,1
8,22,697,21-04-2017,SeeRescueStreamer,"Fitness, Sports & Outdoors",large streamer used as an emergency signal device,Male,UnKnown,HI,UnKnown,UnKnown,UnKnown,0,4.58,200000,20,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,22,698,21-04-2017,BootyQueenApparel,Fashion & Beauty,fitness fashion line that accents a woman's rear end,Mixed Team,UnKnown,TX,UnKnown,UnKnown,UnKnown,0,4.58,250000,20,1250000,1,1,250000,33.3,750075,1,250000,33.3,0,0,0,0,0,0,0,0,0,0,250000,33.3,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,22,699,21-04-2017,LoctoteIndustrialBag,Fashion & Beauty,drawstring pack that is cut-resistant,Male,UnKnown,OH,UnKnown,UnKnown,UnKnown,0,4.58,150000,5,3000000,1,1,150000,10,1500000,1,150000,10,1,0,0,0,0,0,0,0,150000,10,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,23,700,05-05-2017,ThompsonTee,Fashion & Beauty,undershirts designed to block underarm sweat ,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.4,700000,7,10000000,1,1,700000,25,2800000,1,700000,25,0,0,0,0,0,0,0,0,700000,25,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,23,701,05-05-2017,WalletBuckle,Fashion & Beauty,buckle that holds credit cards,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.4,500000,10,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
8,23,702,05-05-2017,RumiSpice,Food & Beverage,saffron imported from Afghanistan,Mixed Team,UnKnown,IL,UnKnown,UnKnown,UnKnown,0,4.4,250000,5,5000000,1,1,250000,15,1666667,1,250000,15,0,0,0,0,250000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,23,703,05-05-2017,PeoplesDesign,Lifestyle & Home,mixing bowl with a built-in scoop,Male,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,4.4,75000,25,300000,1,1,75000,33.3,225002,1,75000,33.3,0,0,0,0,0,0,75000,33.3,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
8,24,704,12-05-2017,Wine&Design,Media & Entertainment,painting classes with wine served,Mixed Team,UnKnown,NC,Middle,Patrick and Harriet Mills,UnKnown,1,4.01,500000,10,5000000,1,1,500000,10,5000000,1,500000,10,0,350000,0,0,0,0,0,0,0,0,0,0,500000,10,0,0,1,UnKnown,1,1,1,1,0,1
8,24,705,12-05-2017,RocketBook,Software & Technology,notebook that can scan contents to cloud services,Male,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,4.01,400000,10,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,1
8,24,706,12-05-2017,LaidBrand,Fashion & Beauty,hair-care products made with pheromones,Male,UnKnown,FL,UnKnown,UnKnown,UnKnown,0,4.01,30000,30,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,1
8,24,707,12-05-2017,BridalBuddy,Fashion & Beauty,functional slip worn under a wedding gown,Female,UnKnown,PA,UnKnown,UnKnown,UnKnown,0,4.01,75000,10,750000,1,1,75000,30,250000,2,37500,15,0,0,0,0,0,0,37500,15,0,0,0,0,37500,15,0,0,2,UnKnown,1,1,1,1,0,1
9,1,708,01-10-2017,LockerBoard,"Fitness, Sports & Outdoors",skateboard that can fit inside a locker,Mixed Team,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.12,60000,15,400000,1,1,65000,20,325000,1,65000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,20,1,Richard Branson,0,1,1,1,1,0
9,1,709,01-10-2017,WypAviation,"Fitness, Sports & Outdoors",wakeboard style vehicle,Male,UnKnown,AL,UnKnown,UnKnown,UnKnown,0,5.12,500000,20,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,0
9,1,710,01-10-2017,SierraMadreResearch,"Fitness, Sports & Outdoors",hammock tent,Mixed Team,UnKnown,MS,UnKnown,UnKnown,UnKnown,0,5.12,175000,15,1166667,1,1,175000,15,1166667,1,175000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,15,1,Richard Branson,0,1,1,1,1,0
9,1,711,01-10-2017,SimpleHabit,Health & Wellness,meditation app,Female,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.12,600000,5,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,0
9,2,712,01-10-2017,Seventy2,Lifestyle & Home,bag of tools and equipment for emergencies,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.12,100000,5,2000000,1,1,200000,10,2000000,1,200000,10,0,0,0,0,0,0,0,0,200000,10,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,0
9,2,713,01-10-2017,Jackson'sHonest,Food & Beverage,snack foods made with coconut oil,Mixed Team,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,5.12,1250000,5,25000000,1,1,1250000,15,8333333,1,1250000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,15,1,Rohan Oza,1,1,1,1,0,0
9,2,714,01-10-2017,QBall,Media & Entertainment,wireless microphone inside a bal,Male,UnKnown,NC,UnKnown,UnKnown,UnKnown,0,5.12,200000,15,1333333,1,1,300000,30,1000000,3,100000,10,0,0,0,0,100000,10,100000,10,0,0,0,0,0,0,100000,10,3,Rohan Oza,1,1,1,1,0,0
9,2,715,01-10-2017,Trippie,Travel,app for navigating large airports,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,5.12,100000,10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,1,0,0
9,3,716,08-10-2017,Firdgetland,Lifestyle & Home,fidget spinners and rings,Male,UnKnown,AZ,UnKnown,UnKnown,UnKnown,0,4.73,50000,10,500000,1,1,50000,20,250000,1,50000,20,0,0,50000,20,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
9,3,717,08-10-2017,Enso,Fashion & Beauty,flexible silicone wedding bands,Male,UnKnown,UT,UnKnown,UnKnown,UnKnown,0,4.73,500000,7.5,6666667,1,1,500000,15,3333333,1,500000,15,0,0,0,0,0,0,0,0,500000,15,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
9,3,718,08-10-2017,ThirdWaveWater,Food & Beverage,mineral concoction for better coffee brewing quality,Male,UnKnown,OH,UnKnown,UnKnown,UnKnown,0,4.73,100000,10,1000000,1,1,100000,25,400000,1,100000,25,0,0,100000,25,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
9,3,719,08-10-2017,TanglePets,Children & Education,kid-friendly hairbrush,Female,UnKnown,WA,UnKnown,UnKnown,UnKnown,0,4.73,75000,30,250000,1,1,75000,45,166667,1,75000,45,0,0,0,0,0,0,75000,45,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,1,0,1
9,4,720,15-10-2017,DelightedBy,Food & Beverage,dessert hummus,Female,UnKnown,NV,UnKnown,UnKnown,UnKnown,0,4.64,600000,12,5000000,1,1,600000,12,5000000,1,600000,12,0,0,0,0,600000,12,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
9,4,721,15-10-2017,Solemender,Health & Wellness,stainless steel foot massage roller,Male,UnKnown,MI,UnKnown,UnKnown,UnKnown,0,4.64,75000,10,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
9,4,722,15-10-2017,IceShaker,"Fitness, Sports & Outdoors",stainless steel insulated protein shake bottle,Male,UnKnown,TX,UnKnown,UnKnown,UnKnown,0,4.64,100000,15,666667,1,1,150000,15,1000000,2,75000,7.5,0,0,0,0,75000,7.5,0,0,0,0,0,0,0,0,75000,7.5,2,Alex Rodriguez,1,1,1,0,0,1
9,4,723,15-10-2017,Benjilock,"Fitness, Sports & Outdoors",fingerprint-technology padlocks,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.64,200000,10,2000000,1,1,200000,10,2000000,1,200000,10,0,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,0,1,UnKnown,1,1,1,0,0,1
9,5,724,22-10-2017,Ash&Anvil,Fashion & Beauty,shirts for short people,Male,UnKnown,MI,UnKnown,UnKnown,UnKnown,0,4.29,100000,12.5,800000,1,1,150000,25,600000,1,150000,25,0,0,0,0,150000,25,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
9,5,725,22-10-2017,Mirmir,Media & Entertainment,portable photo booth,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.29,350000,10,3500000,1,1,700000,20,3500000,1,700000,20,0,0,0,0,0,0,0,0,700000,20,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
9,5,726,22-10-2017,Kwik-hang,Lifestyle & Home,curtain rod brackets,Male,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,4.29,80000,20,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,1,1
9,5,727,22-10-2017,HumanBobber,"Fitness, Sports & Outdoors",multi-functional personal flotation device,Male,UnKnown,FL,UnKnown,UnKnown,UnKnown,0,4.29,120000,15,800000,1,1,120000,33.3,360000,1,120000,33.3,0,0,0,0,0,0,0,0,120000,33.3,0,0,0,0,0,0,1,UnKnown,0,1,1,1,1,1
9,6,728,29-10-2017,NovelEffect,Children & Education,Novel Effect - storybook app with voice effects,Mixed Team,UnKnown,WA,UnKnown,UnKnown,UnKnown,0,3.51,500000,10,5000000,1,1,500000,15,3333333,1,500000,15,0,0,0,0,0,0,500000,15,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,0,1,1
9,6,729,29-10-2017,FatherFigure,Children & Education,Father Figure - paternity clothing for dads,Male,UnKnown,NY,UnKnown,UnKnown,UnKnown,0,3.51,80000,15,533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,0,1,1
9,6,730,29-10-2017,DrainWig,Lifestyle & Home,DrainWig - hair catcher for shower drains,Mixed Team,UnKnown,UT,UnKnown,UnKnown,UnKnown,0,3.51,300000,5,6000000,1,1,300000,15,2000000,1,300000,15,0,0,0,0,0,0,0,0,0,0,0,0,300000,15,0,0,1,UnKnown,0,1,1,0,1,1
9,6,731,29-10-2017,BrazynLife,"Fitness, Sports & Outdoors",Brazyn Life - collapsible foam roller,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,3.51,225000,10,2250000,1,1,250000,20,1250000,2,125000,10,0,0,0,0,0,0,125000,10,0,0,0,0,0,0,125000,10,2,Sara Blakely,0,1,1,0,1,1
9,7,732,29-10-2017,GeoOrbital,"Fitness, Sports & Outdoors",GeoOrbital - converts regular bikes into electric bikes,Male,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,3.18,500000,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
9,7,733,29-10-2017,Qeepsake,Children & Education,Qeepsake - text message service that tracks baby milestones,Male,UnKnown,MA,UnKnown,UnKnown,UnKnown,0,3.18,350000,10,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
9,7,734,29-10-2017,WaiveCar,Automotive,"WaiveCar - an all-electric, free car-sharing service",Male,UnKnown,CA,Middle,Zoni Honig and Isaac Deutsch,UnKnown,1,3.18,500000,2,25000000,1,1,500000,2,25000000,1,500000,2,0,500000,0,0,0,0,0,0,0,0,0,0,500000,2,0,0,1,UnKnown,1,1,1,0,0,1
9,7,735,29-10-2017,Pearachute,Children & Education,Pearachute - kid-activity subscription service,Female,UnKnown,IL,UnKnown,UnKnown,UnKnown,0,3.18,500000,6,8333333,1,1,500000,15,3333333,1,500000,15,0,0,0,0,500000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
9,8,736,05-11-2017,NoMo-Stach,Fashion & Beauty,No Mo-Stach - portable mustache removal kit,Female,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,4.03,100000,25,400000,1,1,100000,25,400000,2,50000,12.5,1,0,0,0,0,0,50000,12.5,0,0,0,0,0,0,50000,12.5,2,Bethenny Frankel,0,1,1,1,0,1
9,8,737,05-11-2017,SnoofyBee,Children & Education,Snoofybee - baby changing pad,Mixed Team,UnKnown,OR,UnKnown,UnKnown,UnKnown,0,4.03,85000,10,850000,1,1,120000,20,600000,1,120000,20,0,0,0,0,0,0,120000,20,0,0,0,0,0,0,0,0,1,UnKnown,0,1,1,1,0,1
9,8,738,05-11-2017,DreamPad,Lifestyle & Home,DreamPad - sound-emitting pillows for better sleep,Male,UnKnown,CO,UnKnown,UnKnown,UnKnown,0,4.03,800000,10,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,1,1,1,0,1
9,8,739,05-11-2017,SnarkyTea,Food & Beverage,Snarky Tea - tea blends for specific moods,Female,UnKnown,PA,UnKnown,UnKnown,UnKnown,0,4.03,150000,25,600000,1,1,150000,50,300000,2,75000,25,0,0,0,0,0,0,0,0,0,0,0,0,75000,25,75000,25,2,Bethenny Frankel,0,1,1,1,0,1
9,9,740,05-11-2017,BrilliantPad,Pet Products,BrilliantPad - self-cleaning puppy pad and dog potty,Male,UnKnown,IL,UnKnown,UnKnown,UnKnown,0,3.32,500000,5,10000000,1,1,500000,5,10000000,1,500000,5,1,0,0,0,0,0,500000,5,0,0,0,0,0,0,0,0,1,UnKnown,1,1,1,0,0,1
9,9,741,05-11-2017,Bravo,Software & Technology,Bravo - tipping app,Mixed Team,UnKnown,AZ,UnKnown,UnKnown,UnKnown,0,3.32,150000,5,3000000,1,1,150000,14,1071429,2,75000,7,0,0,0,0,75000,7,75000,7,0,0,0,0,0,0,0,0,2,UnKnown,1,1,1,0,0,1
9,9,742,05-11-2017,HoopMaps,"Fitness, Sports & Outdoors",HoopMaps - finds the nearest basketball games,Male,UnKnown,CA,UnKnown,UnKnown,UnKnown,0,3.32,100000,5,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,1,1,1,0,0,1
9,9,743,05-11-2017,GloveStix,"Fitness, Sports & Outdoors",Glovestix - athletic gear deodorizer,Female,UnKnown,VA,UnKnown,UnKnown,UnKnown,0,3.32,150000,10,1500000,1,1,150000,15,1000000,2,75000,7.5,0,0,0,0,0,0,75000,7.5,0,0,0,0,0,0,75000,7.5,2,Alex Rodriguez,1,1,1,0,0,1
